x	y	Class
continuous	continuous	discrete
		class
0.164088671656	0.458576668551	C1
0.160596290158	0.463391045802	C1
0.165825116988	0.473714014316	C1
0.159412769518	0.472853745607	C1
0.170456615065	0.510765563063	C1
0.181824961295	0.495084756328	C1
0.194063656622	0.537189115629	C1
0.195350364729	0.53823876113	C1
0.228679706186	0.580555926045	C1
0.232234465639	0.571639718628	C1
0.259466035673	0.608012194629	C1
0.271312572758	0.606451315722	C1
0.309543008586	0.616533727238	C1
0.309159276416	0.625881882564	C1
0.355060709667	0.623701446975	C1
0.356283378295	0.630067592521	C1
0.4071642725	0.588512026938	C1
0.415575832279	0.583871940601	C1
0.46400877684	0.558466142111	C1
0.466223248553	0.544101874095	C1
0.49797283939	0.506456538332	C1
0.488137595172	0.500712462313	C1
0.513546462674	0.449727039224	C1
0.518831395306	0.457646778554	C1
0.512402625422	0.433442647541	C1
0.516644290064	0.425562800748	C1
0.515694379109	0.418166954329	C1
0.524065088612	0.429565401491	C1
0.518917862774	0.434185548791	C1
0.527890020104	0.425303827848	C1
0.148425262616	0.437161658717	C1
0.148042495917	0.442088032991	C1
0.167351298622	0.487233778312	C1
0.159973610367	0.491646095151	C1
0.184737536003	0.529450172156	C1
0.197016291592	0.518330588172	C1
0.216322917159	0.566545811211	C1
0.218167910634	0.553314334136	C1
0.257686630811	0.595587499114	C1
0.262476421851	0.601430614756	C1
0.30476461239	0.618461393193	C1
0.301930706676	0.626221846877	C1
0.339875681252	0.630019535577	C1
0.357756400651	0.626356759457	C1
0.390253691569	0.610049466604	C1
0.373297464612	0.628436878921	C1
0.406073263265	0.588418614918	C1
0.407676754942	0.590389687705	C1
0.477462654741	0.549419510017	C1
0.463707700543	0.548646165248	C1
0.457567606075	0.567456681725	C1
0.452153791801	0.580361359992	C1
0.409534031233	0.590789801132	C1
0.415828341139	0.603870974713	C1
0.417728824557	0.608099238952	C1
0.409374054665	0.598398914783	C1
0.487585513679	0.521223909583	C1
0.483882680018	0.523474179768	C1
0.484606942054	0.512470065986	C1
0.480408654907	0.5176054776	C1
0.502973069678	0.4648720801	C1
0.497483492544	0.480264537578	C1
0.513551561966	0.467213154482	C1
0.522100188564	0.455240244108	C1
0.515760106122	0.446653380694	C1
0.508912502162	0.453591132765	C1
0.133033093411	0.450303393585	C1
0.137555172223	0.458327666078	C1
0.151265033107	0.451631802204	C1
0.143026408426	0.454315232199	C1
0.16157363264	0.473829549666	C1
0.163977609054	0.479261178962	C1
0.172203576181	0.499756045832	C1
0.16985637196	0.499741083842	C1
0.16957327469	0.525480028681	C1
0.188194883795	0.532042409551	C1
0.207420460103	0.550398253217	C1
0.198119685198	0.538980582162	C1
0.206790300712	0.56291829399	C1
0.207475042453	0.553488153961	C1
0.251455181365	0.597782848791	C1
0.239367294792	0.593858812617	C1
0.304415833802	0.623885240019	C1
0.293569503235	0.62131064213	C1
0.356003986042	0.628579177259	C1
0.354195394306	0.617619820557	C1
0.405525751592	0.605977210963	C1
0.417630720313	0.593278350866	C1
0.325974219448	0.461193964462	C2
0.325923989661	0.455253977873	C2
0.33435452985	0.453024307895	C2
0.333009999981	0.448085389502	C2
0.340017233186	0.433381900183	C2
0.351561353345	0.428497066422	C2
0.334184085812	0.412331612137	C2
0.343487933626	0.413268269704	C2
0.354475618616	0.362523911824	C2
0.354458913624	0.361380853847	C2
0.361534650444	0.350522194914	C2
0.359038647397	0.352035978619	C2
0.378345656205	0.336055654093	C2
0.378772721899	0.325678974717	C2
0.401308467734	0.338000942569	C2
0.398396425708	0.329210764961	C2
0.356746614393	0.38022542321	C2
0.361024130189	0.393753411933	C2
0.359179611372	0.365199422546	C2
0.359629830776	0.366627823298	C2
0.375428057414	0.342589037263	C2
0.374776236441	0.348183172191	C2
0.37355282491	0.33722275975	C2
0.380821566595	0.346865562298	C2
0.40512340085	0.326038481371	C2
0.411524775823	0.316655762667	C2
0.419033466908	0.303767911913	C2
0.431131160099	0.309523937117	C2
0.424438540497	0.298772185888	C2
0.435946992817	0.291042090773	C2
0.45302015616	0.296201885647	C2
0.441587211941	0.293979095337	C2
0.451377089112	0.298249471234	C2
0.447294953475	0.287368624398	C2
0.453647724061	0.281094564014	C2
0.459086932213	0.276863662758	C2
0.481622413022	0.26952802001	C2
0.480941950916	0.277973140901	C2
0.514117588321	0.266429430568	C2
0.512093442421	0.270753167313	C2
0.554848083896	0.272908552779	C2
0.53749235711	0.274085529554	C2
0.600606021904	0.262314277037	C2
0.594292188489	0.272298780087	C2
0.606486901482	0.286423281761	C2
0.613354498142	0.286510154846	C2
0.632471049218	0.286033060595	C2
0.646927093621	0.294584567773	C2
0.552888688687	0.286700881919	C2
0.546702312612	0.270470840715	C2
0.555020872402	0.28599231135	C2
0.563370738804	0.275806662946	C2
0.607034143558	0.280970588995	C2
0.591668974932	0.280432244261	C2
0.634713763249	0.286246473934	C2
0.640668839834	0.279448569628	C2
0.657805288761	0.298572034253	C2
0.662324337717	0.309199865285	C2
0.6766081739	0.329397399161	C2
0.668062891314	0.310599908355	C2
0.674138722431	0.336283364983	C2
0.675574247971	0.33321482806	C2
0.680432272609	0.34479622818	C2
0.688052251106	0.340982139868	C2
0.697222741404	0.360241026497	C2
0.700119181189	0.358195720372	C2
0.701638656447	0.382800809266	C2
0.708305778287	0.375026551581	C2
0.709613846846	0.393989645979	C2
0.719939494679	0.409044084357	C2
0.71272448	0.405405400695	C2
0.712323551976	0.406140134927	C2
0.722661750351	0.432380901915	C2
0.715474123165	0.425084340131	C2
0.71504259912	0.446791281068	C2
0.726498967394	0.436950278402	C2
0.725652875857	0.450100227844	C2
0.721519993569	0.470202838355	C2
0.722257753553	0.4681435854	C2
0.726159783665	0.475158925732	C2
0.72347623487	0.483552705358	C2
0.734834685085	0.487374908169	C2
0.726009078173	0.497226566331	C2
0.729316962106	0.490570225115	C2
0.722883804387	0.513864858383	C2
0.728489253545	0.503130926381	C2
0.716125336304	0.509496059774	C2
0.727810364487	0.514755331504	C2
0.72374977214	0.511607158571	C2
0.721629552415	0.518200759616	C2
