x	y
continuous	continuous
	
0.0958663886329	0.478932112632
0.103806254734	0.449071123618
0.110260421101	0.453821953657
0.101427151782	0.46361775292
0.107473157632	0.437902440243
0.111384582107	0.469375046915
0.114617156009	0.453157264506
0.124368325882	0.472952503499
0.103861221408	0.448789046248
0.0954468724666	0.463922685235
0.114902610322	0.466802608471
0.109418844853	0.446795032025
0.103459797977	0.448027766529
0.0914930261129	0.467543853981
0.0883528036227	0.45946523003
0.0959561048129	0.457796621213
0.107760975231	0.463868775011
0.107179899099	0.459190798776
0.111966800969	0.470884700215
0.0953328978942	0.471304154064
0.0892464942518	0.463658446903
0.117679989189	0.468644104025
0.0875345815315	0.470662639452
0.0806223509718	0.442346211967
0.0881409540215	0.475979773042
0.0932250268286	0.476030809317
0.0995466807839	0.49600729285
0.113001820008	0.479920684949
0.115134492543	0.503008306008
0.1267070161	0.515117824216
0.116442355412	0.498707072494
0.100035651669	0.524232415282
0.105167433339	0.519601393105
0.106569500328	0.51577555363
0.10056681232	0.518348316679
0.115351468588	0.503028989317
0.123888164368	0.548041321294
0.134612143679	0.551878073686
0.109452899837	0.532442792031
0.120468007452	0.553988215628
0.11822948153	0.550616350491
0.107384225839	0.558920447047
0.124963550548	0.538841467185
0.111897155451	0.549021902117
0.132019034913	0.556257152257
0.125283581428	0.560855464825
0.134185563712	0.557867335269
0.116413368371	0.554143146406
0.150681630501	0.566976238013
0.131654553911	0.579453376886
0.125374630407	0.551640795225
0.149343133608	0.577011696283
0.146218761826	0.575429999324
0.134201087532	0.567845619097
0.160161548317	0.558316828433
0.146585589386	0.572337381469
0.139275217996	0.584983469802
0.146920650466	0.58505109625
0.140285076123	0.582356622607
0.14446366847	0.57395222277
0.14147155293	0.597602295564
0.151068610255	0.57699177797
0.161988770682	0.590986984738
0.166592534165	0.575578734846
0.166155585476	0.601306294327
0.152909905323	0.567223183784
0.164128380363	0.594471094681
0.167829715084	0.579867648095
0.156912336259	0.578472761925
0.195304511948	0.573092992338
0.175219076113	0.577910207299
0.153802752962	0.599780297353
0.177880938971	0.609371523746
0.199258993711	0.587258030748
0.183230332202	0.61412259612
0.202542608309	0.600763197751
0.175804067701	0.582894145502
0.188019021106	0.616631380041
0.204289756368	0.601774026761
0.177780209481	0.593879000723
0.19648457997	0.585408714329
0.214320696384	0.600325748756
0.21431835427	0.616235249052
0.212604922691	0.603499657573
0.206501856669	0.616963342752
0.208689068259	0.600499948267
0.210332505216	0.611639906484
0.218173836496	0.607124539827
0.208970604862	0.601112243569
0.231454853372	0.608969695716
0.217088661058	0.609879946917
0.214540085779	0.606637310243
0.207115679087	0.626291234577
0.226437393842	0.613390249764
0.222280228274	0.624385185019
0.214255088066	0.593475304887
0.235401946992	0.608183445409
0.211665929847	0.634279212416
0.220227819251	0.605061574606
0.242311427938	0.614669771512
0.249522392214	0.630844989398
0.244281452369	0.61729379489
0.25379515754	0.610200112632
0.229201563942	0.60710921126
0.264325248735	0.624957552169
0.272836298794	0.615930777332
0.26216835821	0.616205422933
0.26762150445	0.613194779104
0.28702827412	0.639046656945
0.259936862716	0.625058049128
0.256651901114	0.613799531924
0.270798453934	0.624748771506
0.291202822299	0.607026433254
0.281821595298	0.618811198018
0.298799666438	0.598011124682
0.298760262656	0.619243704838
0.285619997728	0.609893272027
0.286328723077	0.611353316729
0.296567733136	0.614108199407
0.301168995456	0.599237871413
0.332857836037	0.608503757212
0.308478543602	0.615075140466
0.300590726614	0.603651720492
0.291268601311	0.607805601297
0.287662712994	0.598645675198
0.301998897498	0.587812457297
0.281583636189	0.626186891487
0.315755809471	0.613810824784
0.305496551044	0.604359061613
0.298826120627	0.600758340293
0.309542283385	0.613712245696
0.325145555408	0.615699427201
0.320806354967	0.602931454993
0.321773431071	0.596098271863
0.335551319299	0.610134285639
0.311909895789	0.5944801134
0.309709387736	0.597790176067
0.321085717242	0.620884711974
0.324181596781	0.599672399348
0.344819625188	0.577917916311
0.358164793108	0.594472495855
0.329884950608	0.593698319585
0.338804975869	0.600725429401
0.352409500391	0.579224576199
0.335781329599	0.579948722107
0.355875807818	0.600454672093
0.343462381157	0.586585210996
0.356368829067	0.597845692374
0.34694248366	0.570187021824
0.370254386789	0.588467623341
0.346687811836	0.598614617041
0.357441346943	0.576086306855
0.360859249357	0.555766543248
0.354079664913	0.52723465471
0.368120431521	0.576912627039
0.357998804954	0.569547758254
0.373146476802	0.566884837854
0.355754566228	0.5413860331
0.350654639327	0.555570541877
0.383168736101	0.580068421698
0.364951034417	0.554170024865
0.392672712421	0.556342513454
